,county_x,state_name,lat,lng,population,county_state,density
0,Los Angeles,California,34.3219,-118.2247,9848406,Los Angeles_CA,2425.196078672797
1,Cook,Illinois,41.8401,-87.8168,5185812,Cook_IL,5483.685813382963
2,Harris,Texas,29.8578,-95.3938,4758579,Harris_TX,2752.485206758328
3,Maricopa,Arizona,33.349,-112.4915,4491987,Maricopa_AZ,488.0928683036442
4,San Diego,California,33.0343,-116.735,3282782,San Diego_CA,781.6352333037294
5,Orange,California,33.7031,-117.7609,3164063,Orange_CA,4008.187230808209
6,Miami-Dade,Florida,25.615,-80.5624,2685296,Miami-Dade_FL,1379.8629024798825
7,Kings,New York,40.6413,-73.9383,2646306,Kings_NY,37477.77935136666
8,Dallas,Texas,32.7666,-96.7778,2603816,Dallas_TX,2960.2273760800363
9,Riverside,California,33.7436,-115.9938,2449909,Riverside_CA,339.9171958703383
10,Queens,New York,40.7035,-73.8196,2330124,Queens_NY,21330.318564628342
11,Clark,Nevada,36.2152,-115.0135,2293764,Clark_NV,289.970342614856
12,King,Washington,47.4902,-121.8052,2262713,King_WA,1064.2852439276778
13,San Bernardino,California,34.8414,-116.1785,2187816,San Bernardino_CA,109.10440094751277
14,Tarrant,Texas,32.7719,-97.2911,2135743,Tarrant_TX,2473.5852771536447
15,Bexar,Texas,29.4489,-98.52,2037344,Bexar_TX,1634.032177860477
16,Broward,Florida,26.1523,-80.4871,1946127,Broward_FL,1614.5072175211546
17,Santa Clara,California,37.2318,-121.6951,1903297,Santa Clara_CA,1474.6352726061255
18,Wayne,Michigan,42.2822,-83.283,1773767,Wayne_MI,2888.165757551087
19,Alameda,California,37.6469,-121.8887,1651949,Alameda_CA,2239.7182640291767
20,New York,New York,40.7792,-73.9668,1627788,New York_NY,70896.68989547038
21,Middlesex,Massachusetts,42.4856,-71.3918,1622896,Middlesex_MA,1970.825541009885
22,Sacramento,California,38.4493,-121.3443,1584047,Sacramento_CA,1640.3945528918346
23,Philadelphia,Pennsylvania,40.0077,-75.1339,1582432,Philadelphia_PA,11713.909245688059
24,Suffolk,New York,40.8681,-72.8456,1525680,Suffolk_NY,1672.5279543959657
25,Palm Beach,Florida,26.6476,-80.4655,1507453,Palm Beach_FL,763.6114502231386
26,Hillsborough,Florida,27.9292,-82.3088,1489634,Hillsborough_FL,1417.4705731223414
27,Orange,Florida,28.5144,-81.3235,1440471,Orange_FL,1587.3833269050635
28,Bronx,New York,40.8501,-73.8672,1419250,Bronx_NY,33767.546990245064
29,Nassau,New York,40.7326,-73.5862,1388138,Nassau_NY,4841.947748439081
30,Franklin,Ohio,39.9695,-83.0093,1321635,Franklin_OH,2448.061570378054
31,Travis,Texas,30.3344,-97.782,1307625,Travis_TX,1321.767916708784
32,Oakland,Michigan,42.6604,-83.3858,1272294,Oakland_MI,1458.199906018269
33,Hennepin,Minnesota,45.0046,-93.477,1268903,Hennepin_MN,2279.6575760842225
34,Cuyahoga,Ohio,41.4243,-81.6586,1249418,Cuyahoga_OH,2725.0714301293374
35,Allegheny,Pennsylvania,40.4688,-79.9813,1240476,Allegheny_PA,1698.8865606639552
36,Salt Lake,Utah,40.6673,-111.9236,1184689,Salt Lake_UT,1606.6193821367544
37,Contra Costa,California,37.9192,-121.9275,1161458,Contra Costa_CA,1613.2481422320993
38,Wake,North Carolina,35.7903,-78.6503,1151009,Wake_NC,1383.5573132031927
39,Fairfax,Virginia,38.8368,-77.277,1144474,Fairfax_VA,2897.1091535034425
40,Fairfax,Virginia,38.8368,-77.277,1144474,Fairfax_VA,181374.6434231379
41,Mecklenburg,North Carolina,35.2467,-80.8328,1130906,Mecklenburg_NC,2148.8675229915634
42,Collin,Texas,33.188,-96.5724,1116601,Collin_TX,1317.4300344518383
43,Fulton,Georgia,33.7902,-84.467,1068507,Fulton_GA,2021.1610486891386
44,Montgomery,Maryland,39.1363,-77.2042,1057586,Montgomery_MD,2134.295285760413
45,Pima,Arizona,32.0974,-111.7899,1049947,Pima_AZ,114.29524714601247
46,Fresno,California,36.7582,-119.6493,1012152,Fresno_CA,169.7464081050123
47,Duval,Florida,30.3313,-81.6715,1007189,Duval_FL,1301.8328227797383
48,Honolulu,Hawaii,21.4899,-158.0739,1003666,Honolulu_HI,1673.4181436217218
49,Westchester,New York,41.1626,-73.7561,996888,Westchester_NY,2303.2392218474192
50,St. Louis,Missouri,38.6407,-90.4434,996618,St. Louis_MO,1962.5804927039642
51,Marion,Indiana,39.7817,-86.1385,971822,Marion_IN,2452.547634069401
52,Gwinnett,Georgia,33.9619,-84.0236,966972,Gwinnett_GA,2234.585076144478
53,Pinellas,Florida,27.9198,-82.7255,960565,Pinellas_FL,3431.569734209774
54,Prince George's,Maryland,38.8295,-76.8473,955584,Prince George's_MD,1968.5309931401025
55,Bergen,New Jersey,40.9597,-74.0742,954717,Bergen_NJ,4077.025238074903
56,Erie,New York,42.7639,-78.7323,950044,Erie_NY,909.8208214822689
57,Denton,Texas,33.2055,-97.1168,945644,Denton_TX,1064.2672248857677
58,Milwaukee,Wisconsin,43.0072,-87.9669,927656,Milwaukee_WI,3840.2715681404206
59,DuPage,Illinois,41.852,-88.0856,927263,DuPage_IL,2779.48202991517
60,Pierce,Washington,47.0239,-122.104,924106,Pierce_WA,550.4202131144611
61,Shelby,Tennessee,35.1843,-89.8938,922195,Shelby_TN,1222.2111778193048
62,Kern,California,35.3426,-118.7301,910433,Kern_CA,111.83361667420058
63,Hidalgo,Texas,26.3969,-98.1812,880921,Hidalgo_TX,561.1855390985826
64,Macomb,Michigan,42.6957,-82.9323,877624,Macomb_MI,1826.7088502206311
65,El Paso,Texas,31.7686,-106.2348,866275,El Paso_TX,855.0650965837865
66,Worcester,Massachusetts,42.3514,-71.9077,861664,Worcester_MA,569.4843562053059
67,Middlesex,New Jersey,40.4392,-74.4117,861535,Middlesex_NJ,2781.657626243058
68,Montgomery,Pennsylvania,40.2108,-75.3673,861225,Montgomery_PA,1782.6316443119722
69,Fort Bend,Texas,29.5275,-95.7709,859721,Fort Bend_TX,982.9426964236715
70,Essex,New Jersey,40.788,-74.2481,854130,Essex_NJ,6764.314564029461
71,Baltimore,Maryland,39.4629,-76.6395,849586,Baltimore_MD,1419.3120499841293
72,Ventura,California,34.4561,-119.0836,838259,Ventura_CA,454.26705684712516
73,San Francisco,California,37.7556,-122.445,836321,San Francisco_CA,17912.208181623475
74,Snohomish,Washington,48.0474,-121.6972,834648,Snohomish_WA,399.5328042277388
75,Hamilton,Ohio,39.1955,-84.5428,827878,Hamilton_OH,2032.300667714061
76,Essex,Massachusetts,42.6732,-70.9524,807258,Essex_MA,1612.3554437054347
77,Multnomah,Oregon,45.5468,-122.4149,803863,Multnomah_OR,1846.9843531006593
78,Oklahoma,Oklahoma,35.5515,-97.4072,800487,Oklahoma_OK,1128.8933703761159
79,Lee,Florida,26.578,-81.8332,792692,Lee_FL,986.3892587384742
80,San Joaquin,California,37.9348,-121.2714,787416,San Joaquin_CA,562.729403693328
81,Suffolk,Massachusetts,42.3329,-71.0735,782172,Suffolk_MA,13365.892002734106
82,Jefferson,Kentucky,38.1872,-85.6591,777392,Jefferson_KY,2018.7280895375109
83,Cobb,Georgia,33.9416,-84.5767,769152,Cobb_GA,2261.214170219021
84,DeKalb,Georgia,33.7716,-84.2264,762105,DeKalb_GA,2841.4488646955747
85,Polk,Florida,27.9489,-81.6976,760961,Polk_FL,405.9801107566235
86,Monroe,New York,43.1464,-77.6961,754068,Monroe_NY,1143.7576787149812
87,San Mateo,California,37.4228,-122.3291,745100,San Mateo_CA,1659.2068051751398
88,El Paso,Colorado,38.8321,-104.5254,736008,El Paso_CO,346.1205295210327
89,Norfolk,Massachusetts,42.1603,-71.2118,724540,Norfolk_MA,1813.2539166124432
90,Jackson,Missouri,39.0085,-94.3461,717021,Jackson_MO,1185.472190992659
91,Denver,Colorado,39.762,-104.8758,713734,Denver_CO,4654.281056406912
92,Lake,Illinois,42.3233,-88.0037,711885,Lake_IL,1590.5912056484046
93,Hudson,New Jersey,40.7408,-74.0751,710478,Hudson_NJ,15216.920111372885
94,Davidson,Tennessee,36.1695,-86.7848,709846,Davidson_TN,1413.3038665233146
95,Will,Illinois,41.445,-87.9786,698450,Will_IL,834.5281621143689
96,Utah,Utah,40.1199,-111.6702,683622,Utah_UT,342.0966507033373
97,Bernalillo,New Mexico,35.0514,-106.6702,674357,Bernalillo_NM,578.3358918724218
98,Tulsa,Oklahoma,36.1211,-95.9415,673708,Tulsa_OK,1181.32211116956
99,Jefferson,Alabama,33.5543,-86.8964,669744,Jefferson_AL,601.9575592525683
100,Providence,Rhode Island,41.8721,-71.58,658977,Providence_RI,1594.543518764972
101,Kent,Michigan,43.0322,-85.5493,658844,Kent_MI,769.52474391768
102,Arapahoe,Colorado,39.6498,-104.3393,655709,Arapahoe_CO,816.4317553602112
103,Montgomery,Texas,30.3002,-95.503,654722,Montgomery_TX,627.1103320785801
104,Ocean,New Jersey,39.8856,-74.2814,646434,Ocean_NJ,1015.9583831017792
105,Bucks,Pennsylvania,40.337,-75.1069,645993,Bucks_PA,1063.5730514669565
106,Williamson,Texas,30.6475,-97.6004,643889,Williamson_TX,573.4825476277421
107,Monmouth,New Jersey,40.26,-74.2216,643615,Monmouth_NJ,1363.7644615840998
108,Brevard,Florida,28.2937,-80.7323,620533,Brevard_FL,609.4471562282089
109,Johnson,Kansas,38.8838,-94.8223,614764,Johnson_KS,1289.4081127564077
110,Washington,Oregon,45.5601,-123.0984,600266,Washington_OR,829.3830742659758
111,Anne Arundel,Maryland,39.0065,-76.6051,590936,Anne Arundel_MD,1420.7241429052267
112,Pasco,Florida,28.3092,-82.392,588758,Pasco_FL,790.4383432905954
113,Douglas,Nebraska,41.2953,-96.1543,585461,Douglas_NE,1768.871230890084
114,Jefferson,Colorado,39.5864,-105.2505,579715,Jefferson_CO,750.8386328018754
115,Bristol,Massachusetts,41.7972,-71.1145,578436,Bristol_MA,1040.3525179856115
116,Baltimore,Maryland,39.3051,-76.6144,577193,Baltimore_MD,964.2543310112096
117,Delaware,Pennsylvania,39.9167,-75.3991,576195,Delaware_PA,3127.924651213289
118,New Castle,Delaware,39.5768,-75.6527,573030,New Castle_DE,1344.2888310225915
119,Union,New Jersey,40.6601,-74.31,572549,Union_NJ,5543.121308936005
120,Volusia,Florida,29.0584,-81.1819,568229,Volusia_FL,515.0500793111262
121,Dane,Wisconsin,43.0673,-89.4181,564777,Dane_WI,469.9073958515338
122,Lancaster,Pennsylvania,40.0424,-76.2477,555151,Lancaster_PA,584.9482645986556
123,Stanislaus,California,37.5591,-120.9977,552250,Stanislaus_CA,369.69721312902084
124,Ramsey,Minnesota,45.0171,-93.0996,544438,Ramsey_MN,3494.9159070484016
125,Spokane,Washington,47.6207,-117.404,544323,Spokane_WA,308.63611621419335
126,Guilford,North Carolina,36.0795,-79.7889,542987,Guilford_NC,836.1106833790152
127,Chester,Pennsylvania,39.9731,-75.7484,540896,Chester_PA,715.4992922999589
128,Summit,Ohio,41.126,-81.5322,538087,Summit_OH,1303.7579957356077
129,Greenville,South Carolina,34.8941,-82.3706,537575,Greenville_SC,680.4057816929931
130,Montgomery,Ohio,39.7547,-84.2907,535528,Montgomery_OH,1159.9549471495409
131,Plymouth,Massachusetts,41.9511,-70.8115,531889,Plymouth_MA,804.855867443444
132,Sedgwick,Kansas,37.6848,-97.461,524810,Sedgwick_KS,525.1355840621185
133,Adams,Colorado,39.8736,-104.3379,524408,Adams_CO,439.9654342117406
134,Camden,New Jersey,39.8035,-74.9597,524042,Camden_NJ,2357.3639226270802
135,Passaic,New Jersey,41.0344,-74.3009,518289,Passaic_NJ,2797.1773975929623
136,Kane,Illinois,41.9388,-88.4286,516097,Kane_IL,991.6551379601874
137,Clark,Washington,45.7792,-122.4825,510516,Clark_WA,812.6388844672248
138,Morris,New Jersey,40.862,-74.5445,510375,Morris_NJ,1088.2428196763258
139,Ada,Idaho,43.4511,-116.2412,508052,Ada_ID,481.57044142598505
140,Lake,Indiana,41.4167,-87.3821,498990,Lake_IN,1004.0444283472171
141,Polk,Iowa,41.6854,-93.5734,497441,Polk_IA,873.6998331430578
142,Richmond,New York,40.5808,-74.1531,492734,Richmond_NY,8425.683994528044
143,Washoe,Nevada,40.6655,-119.6643,491770,Washoe_NV,77.53848385514965
144,Knox,Tennessee,35.9932,-83.9371,487401,Knox_TN,958.5827793730087
145,Sonoma,California,38.529,-122.8882,485642,Sonoma_CA,308.1719420260426
146,Prince William,Virginia,38.7029,-77.4809,484625,Prince William_VA,1434.735626739298
147,Tulare,California,36.2202,-118.8005,475774,Tulare_CA,98.62706443033434
148,Seminole,Florida,28.717,-81.2363,474912,Seminole_FL,1540.9214795587282
149,Onondaga,New York,43.0058,-76.1946,471611,Onondaga_NY,604.4047725845519
150,Burlington,New Jersey,39.8777,-74.6681,464226,Burlington_NJ,576.9864648197173
151,Hampden,Massachusetts,42.1351,-72.6316,462853,Hampden_MA,748.4686287192756
152,York,Pennsylvania,39.92,-76.7265,459312,York_PA,507.83570125490627
153,Virginia Beach,Virginia,36.7335,-76.0435,457066,Virginia Beach_VA,1840.8554512868018
154,East Baton Rouge,Louisiana,30.5383,-91.0956,452821,East Baton Rouge_LA,994.271347956876
155,Solano,California,38.27,-121.9328,450824,Solano_CA,543.6920368070043
156,Pinal,Arizona,32.9044,-111.3448,449219,Pinal_AZ,83.65983250117793
157,Sarasota,Florida,27.1845,-82.3315,449011,Sarasota_FL,785.6023095092294
158,Santa Barbara,California,34.6729,-120.0169,443975,Santa Barbara_CA,162.21168355248975
159,Dakota,Minnesota,44.6719,-93.0654,442204,Dakota_MN,776.3685522665824
160,Monterey,California,36.2171,-121.2388,435834,Monterey_CA,131.19824199641778
161,Jefferson,Louisiana,29.7882,-90.1276,432484,Jefferson_LA,1410.948714602636
162,Berks,Pennsylvania,40.4163,-75.926,429989,Berks_PA,500.63920454545456
163,Lucas,Ohio,41.6197,-83.6589,428748,Lucas_OH,1259.3197438759325
164,Loudoun,Virginia,39.0907,-77.6357,427082,Loudoun_VA,821.5485236125805
165,Hillsborough,New Hampshire,42.9153,-71.7161,424732,Hillsborough_NH,484.654708110822
166,Cameron,Texas,26.1332,-97.5186,423192,Cameron_TX,467.2231054583996
167,Clackamas,Oregon,45.188,-122.2208,422308,Clackamas_OR,226.05437406659993
168,Richland,South Carolina,34.0218,-80.9031,418725,Richland_SC,553.568831718248
169,Manatee,Florida,27.4719,-82.3153,416020,Manatee_FL,561.4077702657113
170,Charleston,South Carolina,32.8348,-79.953,414711,Charleston_SC,451.5040663683574
171,Mobile,Alabama,30.7877,-88.2058,413162,Mobile_AL,335.0623231069914
172,Placer,California,39.0634,-120.7177,412435,Placer_CA,293.6797282767362
173,St. Charles,Missouri,38.782,-90.6749,409830,St. Charles_MO,731.290817601085
174,Waukesha,Wisconsin,43.0182,-88.3045,409040,Waukesha_WI,736.2396054573599
175,Osceola,Florida,28.0626,-81.1495,406943,Osceola_FL,307.84703835388456
176,Genesee,Michigan,43.0217,-83.7067,404087,Genesee_MI,631.7412919767369
177,Orange,New York,41.4022,-74.3056,403840,Orange_NY,494.69583751868095
178,Pulaski,Arkansas,34.77,-92.312,398949,Pulaski_AR,517.564411924963
179,Lake,Florida,28.7615,-81.7113,398696,Lake_FL,418.2930283795835
180,Madison,Alabama,34.7631,-86.5502,397135,Madison_AL,493.3844357203201
181,Butler,Ohio,39.4386,-84.5756,389910,Butler_OH,834.4426134782888
182,Allen,Indiana,41.0909,-85.0665,388791,Allen_IN,591.5420311905667
183,Marion,Florida,29.2102,-82.0567,387697,Marion_FL,245.55502071114603
184,Collier,Florida,26.1108,-81.3474,387681,Collier_FL,191.41526854750313
185,Forsyth,North Carolina,36.1306,-80.2563,386740,Forsyth_NC,944.189453125
186,Mercer,New Jersey,40.2834,-74.7018,383286,Mercer_NJ,1696.4812109945558
187,Lane,Oregon,43.9387,-122.8479,382628,Lane_OR,84.02020202020202
188,Brazoria,Texas,29.1898,-95.4521,381650,Brazoria_TX,275.2813040969417
189,Bell,Texas,31.0373,-97.4788,379811,Bell_TX,358.40693768165175
190,Orleans,Louisiana,30.0687,-89.9289,376035,Orleans_LA,2082.6041205139563
191,Lehigh,Pennsylvania,40.6127,-75.5923,375408,Lehigh_PA,1082.9285178561126
192,Stark,Ohio,40.8139,-81.3656,373764,Stark_OH,648.7381539209221
193,Chesterfield,Virginia,37.3785,-77.587,371610,Chesterfield_VA,872.8361714621257
194,Hamilton,Tennessee,35.1808,-85.1648,370913,Hamilton_TN,683.7862252046309
195,Horry,South Carolina,33.9216,-78.9969,368937,Horry_SC,325.43310281560935
196,Washtenaw,Michigan,42.2532,-83.8388,368394,Washtenaw_MI,518.9086401667746
197,Douglas,Colorado,39.3298,-104.9293,368283,Douglas_CO,438.37473664163025
198,Anoka,Minnesota,45.2733,-93.2465,367095,Anoka_MN,866.58719104837
199,Davis,Utah,40.99,-112.1115,366742,Davis_UT,1204.4863373620599
200,Larimer,Colorado,40.6664,-105.4611,363561,Larimer_CO,139.76127320954907
201,Hamilton,Indiana,40.0725,-86.052,357176,Hamilton_IN,897.5624465999899
202,Galveston,Texas,29.3944,-94.9642,354721,Galveston_TX,890.2075438552463
203,Westmoreland,Pennsylvania,40.3109,-79.4668,353345,Westmoreland_PA,344.5654717790693
204,Nueces,Texas,27.7254,-97.6134,352829,Nueces_TX,422.13514871623073
205,Rutherford,Tennessee,35.8427,-86.4167,351591,Rutherford_TN,568.0809810796401
206,Marion,Oregon,44.9033,-122.5846,346532,Marion_OR,292.6914143333756
207,St. Lucie,Florida,27.3773,-80.4721,346237,St. Lucie_FL,604.8336099222639
208,Somerset,New Jersey,40.5635,-74.6164,346203,Somerset_NJ,1136.246676950343
209,Weld,Colorado,40.5548,-104.3925,340711,Weld_CO,85.33882703603051
210,Rockland,New York,41.1525,-74.0242,338936,Rockland_NY,1945.44828377913
211,Spartanburg,South Carolina,34.9309,-81.9908,338096,Spartanburg_SC,416.92377887117266
212,Cumberland,North Carolina,35.0487,-78.8277,336749,Cumberland_NC,515.9164726069371
213,Henrico,Virginia,37.538,-77.4059,334434,Henrico_VA,1404.830714945812
214,Howard,Maryland,39.2507,-76.9312,333916,Howard_MD,1324.8531979050945
215,Durham,North Carolina,36.036,-78.8766,329405,Durham_NC,1134.6273077982917
216,Boulder,Colorado,40.0925,-105.3577,328317,Boulder_CO,442.2016000861999
217,Luzerne,Pennsylvania,41.177,-75.9892,325978,Luzerne_PA,365.9343743334718
218,Lancaster,Nebraska,40.7842,-96.6878,323673,Lancaster_NE,385.8394526034713
219,Escambia,Florida,30.669,-87.363,323275,Escambia_FL,488.07277119347776
220,Fayette,Kentucky,38.0423,-84.4587,321122,Fayette_KY,1128.6447349922678
221,Rockingham,New Hampshire,42.9876,-71.1254,317163,Rockingham_NH,456.37590652699436
222,Northampton,Pennsylvania,40.7542,-75.3076,315927,Northampton_PA,845.1765650080257
223,Albany,New York,42.6002,-73.9736,315374,Albany_NY,602.491164390104
224,Lubbock,Texas,33.6102,-101.8205,314633,Lubbock_TX,349.7904368030773
225,Lorain,Ohio,41.2956,-82.151,314588,Lorain_OH,638.7573604060914
226,McHenry,Illinois,42.3244,-88.4523,311366,McHenry_IL,515.9251710825007
227,Cumberland,Maine,43.8466,-70.3996,305940,Cumberland_ME,366.17155988557886
228,Gloucester,New Jersey,39.7173,-75.1414,304504,Gloucester_NJ,937.7432865237743
229,Greene,Missouri,37.2581,-93.342,301121,Greene_MO,446.1250129635391
230,Lexington,South Carolina,33.9023,-81.2722,300370,Lexington_SC,429.56024311762604
231,Clayton,Georgia,33.542,-84.3576,298771,Clayton_GA,2094.874491656149
232,Ottawa,Michigan,42.9599,-85.996,298614,Ottawa_MI,527.913020418987
233,Chatham,Georgia,32.0043,-81.1329,298143,Chatham_GA,680.5208737531669
234,Cleveland,Oklahoma,35.2031,-97.3265,297545,Cleveland_OK,555.0073678909179
235,Dutchess,New York,41.7652,-73.7429,297144,Dutchess_NY,370.69324717124715
236,Thurston,Washington,46.9256,-122.8333,296640,Thurston_WA,408.021787571181
237,Leon,Florida,30.458,-84.2779,295335,Leon_FL,442.9537750847407
238,Benton,Arkansas,36.3387,-94.2561,294541,Benton_AR,348.1613257839927
239,St. Louis,Missouri,38.6358,-90.2451,293109,St. Louis_MO,577.2021031488155
240,St. Johns,Florida,29.9016,-81.4407,292243,St. Johns_FL,479.86568365051477
241,Anchorage,Alaska,61.1498,-149.1082,289069,Anchorage_AK,170.32011359819938
242,York,South Carolina,34.9748,-81.1845,288559,York_SC,422.8280460106967
243,Dauphin,Pennsylvania,40.4155,-76.7794,287484,Dauphin_PA,547.2862609225381
244,Merced,California,37.1919,-120.7177,285597,Merced_CA,148.078229264423
245,Winnebago,Illinois,42.3363,-89.1609,283289,Winnebago_IL,551.4248452524623
246,Ingham,Michigan,42.5971,-84.3735,282015,Ingham_MI,504.32768826338094
247,Alachua,Florida,29.6747,-82.3577,281751,Alachua_FL,322.2773806119531
248,San Luis Obispo,California,35.3871,-120.4043,281486,San Luis Obispo_CA,85.18726999806314
249,Frederick,Maryland,39.4722,-77.398,280341,Frederick_MD,422.91364952932656
250,Kitsap,Washington,47.6127,-122.6762,276581,Kitsap_WA,698.4897845796398
251,Atlantic,New Jersey,39.4778,-74.6613,274704,Atlantic_NJ,489.607357370738
252,Cherokee,Georgia,34.244,-84.4762,274539,Cherokee_GA,647.9866880664653
253,St. Joseph,Indiana,41.6166,-86.2899,272574,St. Joseph_IN,595.9986006034898
254,Washington,Minnesota,45.0388,-92.8838,272298,Washington_MN,695.1697727852949
255,Buncombe,North Carolina,35.6112,-82.5301,271790,Buncombe_NC,414.32034024908916
256,Erie,Pennsylvania,41.9925,-80.0327,269544,Erie_PA,336.11073009539246
257,Brown,Wisconsin,44.4525,-88.0037,269425,Brown_WI,509.6182946205645
258,St. Tammany,Louisiana,30.4103,-89.9584,269331,St. Tammany_LA,315.32049405842065
259,Webb,Texas,27.7611,-99.3315,267731,Webb_TX,79.75709225668264
260,Weber,Utah,41.2698,-111.9134,266183,Weber_UT,462.4926156305383
261,Santa Cruz,California,37.0562,-122.0018,266021,Santa Cruz_CA,597.4777648010062
262,Madison,Illinois,38.8297,-89.9049,264631,Madison_IL,364.9982069460153
263,Cumberland,Pennsylvania,40.1636,-77.2655,264422,Cumberland_PA,480.6187178508461
264,McLennan,Texas,31.5524,-97.2018,263608,McLennan_TX,253.01186317042266
265,Harford,Maryland,39.5611,-76.3171,262509,Harford_MD,596.1371636198478
266,Kalamazoo,Michigan,42.2455,-85.5312,261437,Kalamazoo_MI,465.30630406151
267,Forsyth,Georgia,34.2255,-84.1251,260062,Forsyth_GA,1151.736049601417
268,Marin,California,38.0735,-122.7236,258765,Marin_CA,497.8164678722586
269,Yakima,Washington,46.4571,-120.7385,256605,Yakima_WA,59.72794752608683
270,Hays,Texas,30.0579,-98.0312,256429,Hays_TX,378.28639709678845
271,Clay,Missouri,39.3105,-94.4209,255566,Clay_MO,644.798788949161
272,St. Clair,Illinois,38.4703,-89.9284,254777,St. Clair_IL,383.81012639158797
273,Williamson,Tennessee,35.8938,-86.8986,254609,Williamson_TN,436.9619688336652
274,Jefferson,Texas,29.8841,-94.1629,253939,Jefferson_TX,281.0458746057219
275,Washington,Arkansas,35.9791,-94.2156,251863,Washington_AR,265.19711072737226
276,Chesapeake,Virginia,36.6778,-76.3023,251153,Chesapeake_VA,737.1243249589105
277,Sussex,Delaware,38.6606,-75.39,247799,Sussex_DE,264.29638004223636
278,Warren,Ohio,39.4277,-84.1668,246364,Warren_OH,616.480244225909
279,Henry,Georgia,33.453,-84.1542,245417,Henry_GA,760.4877444144898
280,Lafayette,Louisiana,30.2068,-92.0639,245075,Lafayette_LA,908.2570507356485
281,Union,North Carolina,34.9884,-80.5307,244975,Union_NC,384.35288764767716
282,Canyon,Idaho,43.6251,-116.7093,242405,Canyon_ID,411.0510072576816
283,Yavapai,Arizona,34.5998,-112.5537,241656,Yavapai_AZ,29.748501224871664
284,Baldwin,Alabama,30.7277,-87.7226,239945,Baldwin_AL,150.3085163028158
285,Berkeley,South Carolina,33.1973,-79.9522,238723,Berkeley_SC,217.47166854935685
286,Smith,Texas,32.375,-95.2692,238014,Smith_TX,256.3756220513152
287,Brazos,Texas,30.6608,-96.3024,237980,Brazos_TX,406.26173648810135
288,Saratoga,New York,43.1074,-73.8639,237075,Saratoga_NY,292.02182696097753
289,Arlington,Virginia,38.8786,-77.1011,235463,Arlington_VA,9101.778121376112
290,Norfolk,Virginia,36.8947,-76.257,235037,Norfolk_VA,4374.409082449284
291,Tuscaloosa,Alabama,33.2896,-87.5251,234036,Tuscaloosa_AL,176.71496636136428
292,Caddo,Louisiana,32.5806,-93.8823,232973,Caddo_LA,264.14471819408385
293,Lake,Ohio,41.6963,-81.2372,232101,Lake_OH,1017.050085447614
294,Gaston,North Carolina,35.2944,-81.1803,231485,Gaston_NC,649.8554223632127
295,Cabarrus,North Carolina,35.3868,-80.5519,231262,Cabarrus_NC,634.6551771453662
296,New Hanover,North Carolina,34.2329,-77.8848,231214,New Hanover_NC,1162.2882420952094
297,Barnstable,Massachusetts,41.7244,-70.2903,230073,Barnstable_MA,581.7122196657481
298,Oneida,New York,43.2418,-75.4358,229645,Oneida_NY,189.36670239960418
299,Linn,Iowa,42.079,-91.599,229463,Linn_IA,319.83580508474574
300,Whatcom,Washington,48.8259,-121.7199,228432,Whatcom_WA,107.77483687421267
301,Jefferson,Missouri,38.261,-90.5377,228227,Jefferson_MO,347.4832521315469
302,Montgomery,Tennessee,36.4969,-87.3828,227957,Montgomery_TN,422.7062008604065
303,Richmond,Virginia,37.5294,-77.4756,227595,Richmond_VA,1188.7339392040112
304,Richmond,Virginia,37.5294,-77.4756,227595,Richmond_VA,3788.8296986848677
305,Montgomery,Alabama,32.2203,-86.2076,227197,Montgomery_AL,287.6785352512156
306,Mahoning,Ohio,41.0146,-80.7763,227063,Mahoning_OH,546.8103552077062
307,Shelby,Alabama,33.2643,-86.6607,226955,Shelby_AL,285.5893493060187
308,Johnston,North Carolina,35.5178,-78.3657,226623,Johnston_NC,286.1943549914757
309,Clay,Florida,29.9831,-81.8579,223436,Clay_FL,371.70567782934904
310,Jackson,Oregon,42.4322,-122.7285,222563,Jackson_OR,79.90944962462166
311,Hinds,Mississippi,32.2667,-90.4429,222494,Hinds_MS,255.98149980441337
312,Doña Ana,New Mexico,32.3526,-106.8328,221665,Dona Ana_NM,58.22288412946065
313,Delaware,Ohio,40.2784,-83.0049,221160,Delaware_OH,499.89828439682645
314,Yolo,California,38.6866,-121.9011,217782,Yolo_CA,214.92988048595143
315,Mohave,Arizona,35.7041,-113.7579,217420,Mohave_AZ,16.33307391125361
316,Lackawanna,Pennsylvania,41.4367,-75.6092,215834,Lackawanna_PA,470.6059350674836
317,York,Maine,43.4782,-70.7144,214731,York_ME,216.69862350139266
318,Okaloosa,Florida,30.6913,-86.5917,214281,Okaloosa_FL,229.0232249927856
319,Niagara,New York,43.2001,-78.7452,211341,Niagara_NY,404.1323262262166
320,Benton,Washington,46.2398,-119.5112,210224,Benton_WA,123.43681191246499
321,Clermont,Ohio,39.0476,-84.1517,209862,Clermont_OH,464.30673244983296
322,Washington,Pennsylvania,40.1894,-80.2483,209778,Washington_PA,244.75609329241968
323,Butte,California,39.6669,-121.6007,209470,Butte_CA,127.76534166112633
324,Harrison,Mississippi,30.5122,-89.116,209443,Harrison_MS,360.49950084340253
325,Calcasieu,Louisiana,30.2293,-93.3581,208668,Calcasieu_LA,194.8129061169617
326,Onslow,North Carolina,34.7322,-77.4322,208537,Onslow_NC,271.9503925301896
327,Hall,Georgia,34.3171,-83.8195,208395,Hall_GA,529.3781435756744
